URL,Response,Type
https://deniscorbin1.wordpress.com/tag/dieu/feed/,200.0,Internal
https://deniscorbin1.wordpress.com/2015/02/16/domine-le-jeu-tel-un-dieu/publicite/,200.0,Internal
https://deniscorbin1.wordpress.com/2015/02/16/domine-le-jeu-tel-un-dieu/publicite/feed/,200.0,Internal
https://deniscorbin1.wordpress.com/2015/02/16/domine-le-jeu-tel-un-dieu/#respond,200.0,Internal
https://deniscorbin1.wordpress.com/2015/02/16/domine-le-jeu-tel-un-dieu/,200.0,Internal
https://deniscorbin1.wordpress.com/tag/souffre/,200.0,Internal
https://deniscorbin1.wordpress.com/tag/souffre/feed/,200.0,Internal
https://deniscorbin1.wordpress.com/2015/03/16/la-faim-est-proche/feed/,200.0,Internal
https://deniscorbin1.wordpress.com/2015/03/16/la-faim-est-proche/?like_comment=1&#038,200.0,Internal
https://deniscorbin1.wordpress.com/2015/03/16/la-faim-est-proche/amp/,200.0,Internal
http://deniscorbin1.wordpress.com/?p=22#comment,200.0,Internal
https://deniscorbin1.wordpress.com/2015/03/16/la-faim-est-proche/comment-page-1/#comment,200.0,Internal
https://deniscorbin1.wordpress.com/2015/03/16/la-faim-est-proche/comment-page-1/#comments,200.0,Internal
http://deniscorbin1.wordpress.com/?p=22,200.0,Internal
https://deniscorbin1.wordpress.com/tag/fin/,200.0,Internal
https://deniscorbin1.wordpress.com/tag/fin/feed/,200.0,Internal
https://deniscorbin1.wordpress.com/tag/famine/,200.0,Internal
https://deniscorbin1.wordpress.com/tag/famine/feed/,200.0,Internal
https://deniscorbin1.wordpress.com/tag/faim/,200.0,Internal
https://deniscorbin1.wordpress.com/tag/faim/feed/,200.0,Internal
https://deniscorbin1.wordpress.com/2015/03/16/la-faim-est-proche/1280px-oxfam_east_africa_-_a_mass_grave_for_children_in_dadaab/,200.0,Internal
https://deniscorbin1.wordpress.com/2015/03/16/la-faim-est-proche/malnourished_children_weakened_by_hunger/,200.0,Internal
https://deniscorbin1.wordpress.com/2015/03/16/la-faim-est-proche/attachment/139625479/,200.0,Internal
https://deniscorbin1.wordpress.com/2015/03/16/la-faim-est-proche/800px-hyene_tachetee_1/,200.0,Internal
https://deniscorbin1.wordpress.com/2015/03/16/la-faim-est-proche/800px-hyene_tachetee_1/feed/,200.0,Internal
https://deniscorbin1.wordpress.com/2015/03/16/la-faim-est-proche/attachment/139625479/feed/,200.0,Internal
https://deniscorbin1.wordpress.com/2015/03/16/la-faim-est-proche/malnourished_children_weakened_by_hunger/feed/,200.0,Internal
https://deniscorbin1.wordpress.com/2015/03/16/la-faim-est-proche/1280px-oxfam_east_africa_-_a_mass_grave_for_children_in_dadaab/feed/,200.0,Internal
https://deniscorbin1.wordpress.com/2015/03/16/la-faim-est-proche/deniscorbin/,200.0,Internal
https://deniscorbin1.wordpress.com/2015/03/16/la-faim-est-proche/deniscorbin/feed/,200.0,Internal
https://deniscorbin1.wordpress.com/2015/03/16/la-faim-est-proche/#comments,200.0,Internal
https://deniscorbin1.wordpress.com/category/images/,200.0,Internal
https://deniscorbin1.wordpress.com/category/images/feed/,200.0,Internal
https://deniscorbin1.wordpress.com/2015/03/23/la-faim-est-proche-version-facebook/feed/,200.0,Internal
http://deniscorbin1.wordpress.com/?p=29,200.0,Internal
https://deniscorbin1.wordpress.com/2015/03/23/la-faim-est-proche-version-facebook/amp/,200.0,Internal
https://deniscorbin1.wordpress.com/2015/03/16/la-faim-est-proche/,200.0,Internal
https://deniscorbin1.wordpress.com/2015/03/23/la-faim-est-proche-version-facebook/photo-facebook-2/,200.0,Internal
https://deniscorbin1.wordpress.com/2015/03/23/la-faim-est-proche-version-facebook/photo-facebook/,200.0,Internal
https://deniscorbin1.wordpress.com/2015/03/23/la-faim-est-proche-version-facebook/photo-facebook/feed/,200.0,Internal
https://deniscorbin1.wordpress.com/2015/03/23/la-faim-est-proche-version-facebook/photo-facebook-2/feed/,200.0,Internal
https://deniscorbin1.wordpress.com/2015/03/23/la-faim-est-proche-version-facebook/#respond,200.0,Internal
https://deniscorbin1.wordpress.com/2015/03/23/la-faim-est-proche-version-facebook/,200.0,Internal
https://deniscorbin1.wordpress.com/category/videos/,200.0,Internal
https://deniscorbin1.wordpress.com/category/videos/feed/,200.0,Internal
https://deniscorbin1.wordpress.com/2015/04/27/une-sortie-au-cinema/feed/,200.0,Internal
http://deniscorbin1.wordpress.com/?p=34,200.0,Internal
https://deniscorbin1.wordpress.com/2015/04/27/une-sortie-au-cinema/amp/,200.0,Internal
https://deniscorbin1.wordpress.com/category/musiques-et-sons/,200.0,Internal
https://deniscorbin1.wordpress.com/category/musiques-et-sons/feed/,200.0,Internal
https://deniscorbin1.wordpress.com/2015/04/27/une-sortie-au-cinema/#respond,200.0,Internal
https://deniscorbin1.wordpress.com/author/deniscorbin1/,200.0,Internal
http://deniscorbin1.wordpress.com,200.0,Internal
https://deniscorbin1.wordpress.com/author/deniscorbin1/feed/,200.0,Internal
https://deniscorbin1.wordpress.com/2015/04/27/une-sortie-au-cinema/,200.0,Internal
https://deniscorbin1.wordpress.com/plan-du-site/,200.0,Internal
https://deniscorbin1.wordpress.com/plan-du-site/feed/,200.0,Internal
https://deniscorbin1.wordpress.com/contact/,200.0,Internal
https://deniscorbin1.wordpress.com/contact/envelope/,200.0,Internal
https://deniscorbin1.wordpress.com/contact/envelope/feed/,200.0,Internal
https://deniscorbin1.wordpress.com/contact/feed/,200.0,Internal
https://deniscorbin1.wordpress.com/bio/,200.0,Internal
https://deniscorbin1.wordpress.com/bio/feed/,200.0,Internal
https://deniscorbin1.wordpress.com/osd.xml,200.0,Internal
https://deniscorbin1.wordpress.com/favicon.ico,200.0,Internal
https://deniscorbin1.wordpress.com/?s=,200.0,Internal
https://deniscorbin1.wordpress.com/bio/#respond,200.0,Internal
https://deniscorbin1.wordpress.com/contact/#respond,200.0,Internal
https://deniscorbin1.wordpress.com/plan-du-site/#respond,200.0,Internal
https://deniscorbin1.wordpress.com/search/feed/rss2/,200.0,Internal
https://deniscorbin1.wordpress.com/?openidserver=1,200.0,Internal
https://deniscorbin1.wordpress.com/xmlrpc.php?rsd,200.0,Internal
https://deniscorbin1.wordpress.com/comments/feed/,200.0,Internal
https://deniscorbin1.wordpress.com/feed/,200.0,Internal
https://deniscorbin1.wordpress.com/xmlrpc.php,405.0,Internal
https://wordpress.org/,200.0,External
http://archipelago.phrasewise.com/rsd,200.0,External
http://www.mozilla.org/2006/browser/search/,200.0,External
http://a9.com/-/spec/opensearch/1.1/,404.0,External
https://www.linkedin.com/in/deniscorbin1,999.0,External
https://wp.me/P5Hpjj-1,200.0,External
https://wp.me/a5Hpjj-9,200.0,External
https://deniscorbin1.files.wordpress.com/2015/02/envelope.png?w=584,200.0,External
https://deniscorbin1.files.wordpress.com/2015/02/envelope.png?w=128,200.0,External
https://deniscorbin1.files.wordpress.com/2015/02/envelope.png?w=1400,200.0,External
https://deniscorbin1.files.wordpress.com/2015/02/envelope.png,200.0,External
https://wp.me/P5Hpjj-8,200.0,External
http://popplet.com/app/,200.0,External
https://wp.me/P5Hpjj-b,200.0,External
https://secure.gravatar.com/avatar/3a9750d381d745496589b7fb2fa7d586?s=200&amp,200.0,External
https://cdn.ampproject.org/v0/amp-youtube-0.1.js,200.0,External
http://www.youtube.com/watch?v=2uDBU17qADc,200.0,External
https://img.youtube.com/vi/2uDBU17qADc/0.jpg,200.0,External
http://img.youtube.com/vi/2uDBU17qADc/0.jpg,200.0,External
https://wp.me/p5Hpjj-y,200.0,External
https://deniscorbin1.files.wordpress.com/2015/03/photo-facebook.jpg?w=300,200.0,External
https://deniscorbin1.files.wordpress.com/2015/03/photo-facebook.jpg?w=150,200.0,External
https://deniscorbin1.files.wordpress.com/2015/03/photo-facebook.jpg?w=400,200.0,External
https://deniscorbin1.files.wordpress.com/2015/03/photo-facebook.jpg?w=640,200.0,External
https://deniscorbin1.files.wordpress.com/2015/03/photo-facebook.jpg,200.0,External
https://wp.me/a5Hpjj-u,200.0,External
https://deniscorbin1.files.wordpress.com/2015/03/photo-facebook1.jpg?w=150,200.0,External
https://deniscorbin1.files.wordpress.com/2015/03/photo-facebook1.jpg?w=640,200.0,External
https://wp.me/a5Hpjj-w,200.0,External
https://deniscorbin1.files.wordpress.com/2015/03/photo-facebook1.jpg?w=1400,200.0,External
https://wp.me/p5Hpjj-t,200.0,External
https://deniscorbin1.files.wordpress.com/2015/03/deniscorbin.jpg?w=1024,200.0,External
https://deniscorbin1.files.wordpress.com/2015/03/deniscorbin.jpg?w=768,200.0,External
https://deniscorbin1.files.wordpress.com/2015/03/deniscorbin.jpg?w=150,200.0,External
https://deniscorbin1.files.wordpress.com/2015/03/deniscorbin.jpg?w=848,200.0,External
https://deniscorbin1.files.wordpress.com/2015/03/deniscorbin.jpg?w=640,200.0,External
https://wp.me/a5Hpjj-r,200.0,External
https://deniscorbin1.files.wordpress.com/2015/03/800px-hyene_tachetc3a9e_1.jpg?w=584,200.0,External
https://deniscorbin1.files.wordpress.com/2015/03/800px-hyene_tachetc3a9e_1.jpg?w=768,200.0,External
https://deniscorbin1.files.wordpress.com/2015/03/800px-hyene_tachetc3a9e_1.jpg?w=300,200.0,External
https://deniscorbin1.files.wordpress.com/2015/03/800px-hyene_tachetc3a9e_1.jpg?w=150,200.0,External
https://deniscorbin1.files.wordpress.com/2015/03/800px-hyene_tachetc3a9e_1.jpg?w=800,200.0,External
https://deniscorbin1.files.wordpress.com/2015/03/800px-hyene_tachetc3a9e_1.jpg?w=640,200.0,External
https://deniscorbin1.files.wordpress.com/2015/03/800px-hyene_tachetc3a9e_1.jpg,200.0,External
https://wp.me/a5Hpjj-n,200.0,External
https://deniscorbin1.files.wordpress.com/2015/03/139625479.jpg?w=300,200.0,External
https://deniscorbin1.files.wordpress.com/2015/03/139625479.jpg?w=150,200.0,External
https://deniscorbin1.files.wordpress.com/2015/03/139625479.jpg?w=511,200.0,External
https://deniscorbin1.files.wordpress.com/2015/03/139625479.jpg?w=640,200.0,External
https://deniscorbin1.files.wordpress.com/2015/03/139625479.jpg,200.0,External
https://wp.me/a5Hpjj-o,200.0,External
https://deniscorbin1.files.wordpress.com/2015/03/malnourished_children_weakened_by_hunger.jpg?w=584,200.0,External
https://deniscorbin1.files.wordpress.com/2015/03/malnourished_children_weakened_by_hunger.jpg?w=768,200.0,External
https://deniscorbin1.files.wordpress.com/2015/03/malnourished_children_weakened_by_hunger.jpg?w=300,200.0,External
https://deniscorbin1.files.wordpress.com/2015/03/malnourished_children_weakened_by_hunger.jpg?w=150,200.0,External
https://deniscorbin1.files.wordpress.com/2015/03/malnourished_children_weakened_by_hunger.jpg?w=848,200.0,External
https://deniscorbin1.files.wordpress.com/2015/03/malnourished_children_weakened_by_hunger.jpg?w=640,200.0,External
https://deniscorbin1.files.wordpress.com/2015/03/malnourished_children_weakened_by_hunger.jpg,200.0,External
https://wp.me/a5Hpjj-p,200.0,External
https://deniscorbin1.files.wordpress.com/2015/03/1280px-oxfam_east_africa_-_a_mass_grave_for_children_in_dadaab.jpg?w=1024,200.0,External
https://deniscorbin1.files.wordpress.com/2015/03/1280px-oxfam_east_africa_-_a_mass_grave_for_children_in_dadaab.jpg?w=768,200.0,External
https://deniscorbin1.files.wordpress.com/2015/03/1280px-oxfam_east_africa_-_a_mass_grave_for_children_in_dadaab.jpg?w=150,200.0,External
https://deniscorbin1.files.wordpress.com/2015/03/1280px-oxfam_east_africa_-_a_mass_grave_for_children_in_dadaab.jpg?w=848,200.0,External
https://deniscorbin1.files.wordpress.com/2015/03/1280px-oxfam_east_africa_-_a_mass_grave_for_children_in_dadaab.jpg?w=640,200.0,External
https://wp.me/a5Hpjj-q,200.0,External
https://wp.me/p5Hpjj-m,200.0,External
https://deniscorbin1.files.wordpress.com/2015/02/publicitc3a9.jpg?w=40,200.0,External
https://wp.me/a5Hpjj-j,200.0,External
https://deniscorbin1.files.wordpress.com/2015/02/publicitc3a9.jpg?w=1400,200.0,External
https://wp.me/p5Hpjj-k,200.0,External
https://pixel.wp.com/b.gif?rand=RANDOM&#038,200.0,External
https://secure.gravatar.com/avatar/3a9750d381d745496589b7fb2fa7d586?s=24&#038,200.0,External
https://s2.wp.com/wp-content/plugins/amp-1.4/assets/images/placeholder-icon.png,200.0,External
https://github.com/ampproject/amphtml/issues/21371#issuecomment,,External
https://cdn.ampproject.org/v0/amp-social-share-0.1.js,200.0,External
https://cdn.ampproject.org/v0/amp-ad-0.1.js,200.0,External
https://cdn.ampproject.org/v0.js,200.0,External
https://abs.twimg.com/a/1581437956/tfw,404.0,External
https://abs.twimg.com/a/1581437956/tfw/loadrunner.js,200.0,External
https://pbs.twimg.com/profile_images/1078730279110340613/C47HYxdP_normal.jpg,200.0,External
https://twitter.com/intent/sessions,400.0,External
https://twitter.com/signup?context=webintent&amp,200.0,External
https://abs.twimg.com/a/1581437956/css/tfw/intents_rosetta.bundle.css,200.0,External
https://pixel.facebook.com,200.0,External
https://static.xx.fbcdn.net/rsrc.php/v3/y4/r/-PAXP-deijE.gif,200.0,External
https://www.facebook.com/login.php?skip_api_login=1&api_key=966242223397117&signed_next=1&next=https,200.0,External
https://static.xx.fbcdn.net/rsrc.php/v3/y7/r/svFKQXueTby.js?_nc_x=Ij3Wp8lg5Kz,200.0,External
https://static.xx.fbcdn.net/rsrc.php/v3/yN/r/OS_OXq-2U_B.js?_nc_x=Ij3Wp8lg5Kz,200.0,External
https://www.facebook.com/recover/initiate/?ars=facebook_login,200.0,External
https://www.facebook.com/dialog/close_window/?app_id=966242223397117&amp,200.0,External
https://static.xx.fbcdn.net/rsrc.php/v3/yw/r/EnZE3jHG_gx.js?_nc_x=Ij3Wp8lg5Kz,200.0,External
https://static.xx.fbcdn.net/rsrc.php/v3/yq/l/0,400.0,External
https://static.xx.fbcdn.net/rsrc.php/v3/ye/l/0,400.0,External
https://static.xx.fbcdn.net/rsrc.php/v3/y9/l/0,400.0,External
https://static.xx.fbcdn.net/rsrc.php/v3/yZ/l/0,400.0,External
https://static.xx.fbcdn.net/rsrc.php/v3/yn/l/0,400.0,External
https://static.xx.fbcdn.net/rsrc.php/yz/r/KFyVIAWzntM.ico,200.0,External
https://widgets.wp.com/likes/master.html?ver=20190321#ver,200.0,External
https://1.gravatar.com/avatar/ad516503a11cd5ca435acc9bb6523536?s=25&amp,200.0,External
https://gravatar.com/site/signup/,200.0,External
http://www.w3.org/2000/svg,200.0,External
https://www.facebook.com/WordPresscom,200.0,External
https://wp.me/p5Hpjj-4,200.0,External
https://0.gravatar.com/avatar/3a9750d381d745496589b7fb2fa7d586?s=96&#38,200.0,External
https://s0.wp.com/i/buttonw-com.png,200.0,External
http://wordpress.com/,200.0,External
http://search.yahoo.com/mrss/,404.0,External
http://www.w3.org/2003/01/geo/wgs84_pos,200.0,External
http://www.georss.org/georss,200.0,External
http://purl.org/rss/1.0/modules/slash/,404.0,External
http://purl.org/rss/1.0/modules/syndication/,,External
http://www.w3.org/2005/Atom,,External
http://purl.org/dc/elements/1.1/,404.0,External
http://wellformedweb.org/CommentAPI/,,External
http://purl.org/rss/1.0/modules/content/,,External
https://s2.wp.com/wp-content/plugins/gutenberg-blocks/jetpack-layout-grid/blocks/front.css?m=1576278967h&cssminify=yes,200.0,External
https://pixel.wp.com/b.gif?v=noscript,200.0,External
https://s2.wp.com/wp-includes/js/dist/vendor/wp-polyfill-element-closest.min.js?m=1540208548h&#038,200.0,External
https://s1.wp.com/wp-includes/js/dist/vendor/wp-polyfill-formdata.min.js?m=1550600082h&#038,200.0,External
https://s1.wp.com/wp-includes/js/dist/vendor/wp-polyfill-node-contains.min.js?m=1540208548h&#038,200.0,External
https://s0.wp.com/wp-includes/js/dist/vendor/wp-polyfill-fetch.min.js?m=1573572739h&#038,200.0,External
https://automattic.com/cookies,200.0,External
https://developer.mozilla.org/en-US/docs/Web/API/Document/cookie/Simple_document.cookie_framework,404.0,External
https://s0.wp.com/_static/,400.0,External
https://s1.wp.com/wp-content/mu-plugins/gravatar-hovercards/wpgroho.js?m=1380573781h,200.0,External
http://www.gatorade.ca/,200.0,External
https://deniscorbin1.files.wordpress.com/2015/02/publicitc3a9.jpg?w=40&amp,200.0,External
https://deniscorbin1.files.wordpress.com/2015/02/publicitc3a9.jpg?w=80&amp,200.0,External
https://deniscorbin1.files.wordpress.com/2015/02/publicitc3a9.jpg?w=80&#038,200.0,External
https://deniscorbin1.files.wordpress.com/2015/02/publicitc3a9.jpg?w=160,200.0,External
https://deniscorbin1.files.wordpress.com/2015/02/publicitc3a9.jpg?w=80,200.0,External
https://deniscorbin1.files.wordpress.com/2015/02/publicitc3a9.jpg,200.0,External
https://deniscorbin1.files.wordpress.com/2015/03/1280px-oxfam_east_africa_-_a_mass_grave_for_children_in_dadaab.jpg?w=150&amp,200.0,External
https://deniscorbin1.files.wordpress.com/2015/03/1280px-oxfam_east_africa_-_a_mass_grave_for_children_in_dadaab.jpg?w=600&amp,200.0,External
https://deniscorbin1.files.wordpress.com/2015/03/1280px-oxfam_east_africa_-_a_mass_grave_for_children_in_dadaab.jpg?w=300&amp,200.0,External
https://deniscorbin1.files.wordpress.com/2015/03/1280px-oxfam_east_africa_-_a_mass_grave_for_children_in_dadaab.jpg?w=300&#038,200.0,External
https://deniscorbin1.files.wordpress.com/2015/03/1280px-oxfam_east_africa_-_a_mass_grave_for_children_in_dadaab.jpg?w=584,200.0,External
https://deniscorbin1.files.wordpress.com/2015/03/1280px-oxfam_east_africa_-_a_mass_grave_for_children_in_dadaab.jpg?w=300,200.0,External
https://deniscorbin1.files.wordpress.com/2015/03/1280px-oxfam_east_africa_-_a_mass_grave_for_children_in_dadaab.jpg,200.0,External
https://deniscorbin1.files.wordpress.com/2015/03/deniscorbin.jpg?w=150&amp,200.0,External
https://deniscorbin1.files.wordpress.com/2015/03/deniscorbin.jpg?w=600&amp,200.0,External
https://deniscorbin1.files.wordpress.com/2015/03/deniscorbin.jpg?w=300&amp,200.0,External
https://deniscorbin1.files.wordpress.com/2015/03/deniscorbin.jpg?w=300&#038,200.0,External
https://deniscorbin1.files.wordpress.com/2015/03/deniscorbin.jpg?w=584,200.0,External
https://deniscorbin1.files.wordpress.com/2015/03/deniscorbin.jpg?w=300,200.0,External
https://deniscorbin1.files.wordpress.com/2015/03/deniscorbin.jpg,200.0,External
http://commons.wikimedia.org/wiki/File,404.0,External
http://www.gettyimages.es/detail/foto/famine-in-ayod-in-sudsudan-fotograf,404.0,External
http://de.wikipedia.org/wiki/Unterern,404.0,External
http://en.wikipedia.org/wiki/2011_East_Africa_drought#mediaviewer,200.0,External
https://deniscorbin1.files.wordpress.com/2015/03/photo-facebook1.jpg?w=150&amp,200.0,External
https://deniscorbin1.files.wordpress.com/2015/03/photo-facebook1.jpg?w=300&amp,200.0,External
https://deniscorbin1.files.wordpress.com/2015/03/photo-facebook1.jpg?w=300&#038,200.0,External
https://deniscorbin1.files.wordpress.com/2015/03/photo-facebook1.jpg?w=400,200.0,External
https://deniscorbin1.files.wordpress.com/2015/03/photo-facebook1.jpg?w=300,200.0,External
https://deniscorbin1.files.wordpress.com/2015/03/photo-facebook1.jpg,200.0,External
https://soundcloud.com/user535724926/une-sortie-au-cinema,200.0,External
https://www.youtube.com/embed/2uDBU17qADc?version=3&#038,200.0,External
https://deniscorbin1.files.wordpress.com/2015/02/entete.jpg,200.0,External
https://wordpress.com/advertising-program-optout,200.0,External
https://wordpress.com/?ref=footer_segment_,200.0,External
https://wordpress.com/?ref=vertical_footer,200.0,External
https://wordpress.com/?ref=footer_website,200.0,External
https://wordpress.com/?ref=footer_blog,200.0,External
http://forums.wordpress.com/,200.0,External
http://support.wordpress.com/,200.0,External
http://wordpress.com/signup/,200.0,External
https://s1.wp.com/opensearch.xml,200.0,External
https://s2.wp.com/i/webclip.png,200.0,External
https://s1.wp.com/i/favicon.ico,200.0,External
https://s0.wp.com/i/blank.jpg,200.0,External
https://wp.me/5Hpjj,200.0,External
https://s1.wp.com/wp-includes/wlwmanifest.xml,200.0,External
https://s2.wp.com/wp-content/mu-plugins/highlander-comments/style-ie7.css?m=1351637563h&#038,200.0,External
https://s0.wp.com/wp-content/mu-plugins/highlander-comments/style.css?m=1530132353h&cssminify=yes,200.0,External
https://s2.wp.com/_static/,400.0,External
https://s1.wp.com/_static/,400.0,External
https://s2.wp.com/wp-content/themes/pub/twentyeleven/js/html5.js,200.0,External
https://s2.wp.com/wp-content/themes/pub/twentyeleven/style.css,200.0,External
http://gmpg.org/xfn/11,200.0,External
